Customer_ID,Order_ID,Subscription_Date,Product_ID,Product_Name,Category,Subscription_Type,Usage_Frequency,Revenue_Per_Customer,Payment_Plan,Discount_Applied,Support_Tickets,Feature_Adoption,Last_Login,Churn_Status,Customer_Tenure,Customer_Satisfaction,Marketing_Channel,Contract_Renewal,Num_Logins_Last_Month
103,829,2025-05-03,13,CloudHorizon,Cloud Services,Free,Monthly,3895,Annual,2,13,41,28/01/2023,1,6,4,Social Media,0,12
2947,831,2025-07-11,15,EdgeSync,Cloud Services,Free,Monthly,4961,Annual,22,43,33,20/04/2023,0,2,2,Email,0,6
1633,834,2025-02-18,13,CloudHorizon,Cloud Services,Pro,Monthly,1734,Lifetime,2,31,53,31/07/2023,0,8,2,Advertisement,1,26
4392,842,2025-10-23,15,EdgeSync,Cloud Services,Basic,Weekly,2195,Lifetime,11,41,73,10/08/2023,0,9,2,Direct,0,1
2650,844,2025-06-08,15,EdgeSync,Cloud Services,Enterprise,Daily,4684,Monthly,21,29,93,18/01/2023,0,4,1,Direct,0,23
3748,845,2025-02-18,14,SkyCompute,Cloud Services,Free,Weekly,1695,Lifetime,14,48,24,06/09/2023,0,2,3,Social Media,0,28
869,854,2025-06-20,16,ServerNexus,Cloud Services,Enterprise,Monthly,469,Annual,22,12,22,24/02/2024,0,6,4,Direct,1,23
4796,867,2025-02-20,14,SkyCompute,Cloud Services,Basic,Daily,1695,Monthly,16,34,22,21/11/2023,0,9,2,Direct,1,20
2411,878,2025-10-14,16,ServerNexus,Cloud Services,Enterprise,Daily,3857,Lifetime,15,26,72,21/04/2023,0,5,5,Direct,0,21
1436,883,2025-08-12,15,EdgeSync,Cloud Services,Free,Daily,4915,Lifetime,2,19,73,25/11/2023,0,8,4,Advertisement,0,7
1549,890,2025-07-17,13,CloudHorizon,Cloud Services,Pro,Monthly,968,Lifetime,12,42,80,23/01/2024,0,9,3,Advertisement,0,25
3152,893,2025-06-25,16,ServerNexus,Cloud Services,Basic,Daily,553,Annual,29,37,49,23/11/2023,1,5,1,Advertisement,0,7
