Customer_ID,Order_ID,Subscription_Date,Product_ID,Product_Name,Category,Subscription_Type,Usage_Frequency,Revenue_Per_Customer,Payment_Plan,Discount_Applied,Support_Tickets,Feature_Adoption,Last_Login,Churn_Status,Customer_Tenure,Customer_Satisfaction,Marketing_Channel,Contract_Renewal,Num_Logins_Last_Month
1979,196,25/11/2022,6,FortiGateX,Security,Free,Monthly,1516,Annual,3,32,42,28/09/2023,0,1,3,Referral,1,25
1160,197,24/04/2022,7,DataGuardian,Security,Basic,Monthly,3740,Monthly,26,48,42,08/11/2023,0,8,3,Social Media,0,20
1732,210,02/04/2022,8,SecureAuth,Security,Free,Daily,1275,Lifetime,9,44,38,10/02/2024,0,4,4,Email,0,23
415,218,01/07/2022,5,SentinelShield,Security,Basic,Weekly,1664,Monthly,9,23,53,03/03/2023,0,1,2,Email,1,27
65,231,07/06/2023,8,SecureAuth,Security,Basic,Monthly,4573,Annual,14,16,51,25/09/2023,0,7,3,Direct,0,7
4395,233,18/05/2023,6,FortiGateX,Security,Pro,Weekly,4057,Monthly,7,14,96,08/01/2023,0,7,2,Advertisement,0,1
4848,235,26/09/2023,7,DataGuardian,Security,Enterprise,Daily,3075,Monthly,15,36,30,01/08/2023,0,6,4,Referral,0,29
3411,240,14/03/2022,5,SentinelShield,Security,Enterprise,Weekly,2614,Lifetime,29,46,39,17/08/2023,0,2,2,Email,0,3
1644,241,24/06/2022,6,FortiGateX,Security,Free,Daily,2542,Annual,8,9,20,02/01/2024,0,1,5,Email,1,18
1558,242,14/12/2023,8,SecureAuth,Security,Free,Weekly,3856,Monthly,12,44,97,20/12/2023,0,5,2,Referral,1,26
1848,257,21/06/2023,5,SentinelShield,Security,Pro,Monthly,4259,Lifetime,20,46,66,28/06/2023,0,8,3,Advertisement,0,13
1885,260,19/02/2024,7,DataGuardian,Security,Free,Daily,1683,Annual,16,12,81,03/01/2024,0,3,1,Social Media,0,21
1774,263,03/06/2022,8,SecureAuth,Security,Pro,Monthly,4688,Annual,29,30,39,04/10/2023,1,2,1,Email,0,29
3354,264,13/03/2023,6,FortiGateX,Security,Basic,Daily,3182,Monthly,20,45,96,05/05/2023,0,6,4,Referral,1,23
83,265,28/03/2022,8,SecureAuth,Security,Basic,Weekly,4881,Lifetime,11,19,98,11/02/2023,0,2,1,Social Media,1,18
4000,275,17/06/2023,8,SecureAuth,Security,Basic,Monthly,2102,Monthly,2,18,30,02/02/2023,0,2,4,Email,0,11
1228,280,01/04/2022,8,SecureAuth,Security,Free,Monthly,2196,Lifetime,21,23,76,20/02/2024,0,2,5,Direct,0,20
3030,282,12/07/2022,5,SentinelShield,Security,Pro,Weekly,936,Lifetime,22,24,67,12/11/2023,0,3,2,Social Media,0,5
4776,286,24/05/2022,8,SecureAuth,Security,Basic,Weekly,3645,Lifetime,8,24,95,29/06/2023,0,3,5,Direct,0,21
616,294,24/12/2023,7,DataGuardian,Security,Basic,Daily,3878,Annual,6,23,32,07/07/2023,0,6,3,Social Media,1,4
3760,298,27/10/2022,5,SentinelShield,Security,Basic,Weekly,4553,Lifetime,8,47,39,17/05/2023,0,2,4,Social Media,0,20
180,302,28/10/2022,6,FortiGateX,Security,Pro,Monthly,2837,Annual,3,7,28,28/01/2024,0,1,5,Social Media,1,6
4578,306,31/07/2022,8,SecureAuth,Security,Free,Weekly,4640,Annual,10,45,99,03/04/2023,0,6,4,Direct,1,1
3966,312,23/08/2023,6,FortiGateX,Security,Pro,Daily,1538,Monthly,23,22,23,28/07/2023,0,1,3,Email,1,5
4679,315,04/05/2023,7,DataGuardian,Security,Basic,Monthly,4114,Monthly,18,47,27,09/04/2023,0,6,1,Social Media,0,13
524,323,10/04/2022,5,SentinelShield,Security,Enterprise,Daily,2154,Lifetime,14,46,23,08/01/2024,0,1,2,Social Media,0,4
643,325,20/02/2022,6,FortiGateX,Security,Enterprise,Monthly,1459,Lifetime,23,30,68,18/01/2023,0,6,1,Direct,0,0
4557,337,06/09/2022,6,FortiGateX,Security,Free,Monthly,2084,Annual,0,10,45,15/02/2024,0,6,1,Referral,0,16
2461,340,07/04/2023,8,SecureAuth,Security,Basic,Daily,2760,Monthly,9,39,81,19/08/2023,0,8,3,Referral,1,6
51,344,16/09/2023,6,FortiGateX,Security,Free,Monthly,2092,Annual,12,15,21,23/09/2023,0,1,4,Advertisement,1,2
1430,348,09/03/2022,6,FortiGateX,Security,Pro,Weekly,4651,Monthly,24,34,55,28/03/2023,0,4,5,Referral,0,9
3986,349,03/02/2023,7,DataGuardian,Security,Enterprise,Monthly,2306,Annual,0,5,97,04/01/2023,0,3,3,Email,1,15
2310,351,11/06/2023,8,SecureAuth,Security,Pro,Daily,518,Lifetime,25,16,88,21/04/2023,0,4,3,Advertisement,1,3
1393,353,17/06/2023,7,DataGuardian,Security,Basic,Monthly,2516,Annual,1,3,94,26/04/2023,0,7,5,Social Media,0,22
2344,365,17/02/2022,8,SecureAuth,Security,Pro,Weekly,2906,Annual,3,1,57,23/05/2023,0,8,4,Advertisement,0,17
429,370,01/02/2022,8,SecureAuth,Security,Pro,Weekly,3522,Annual,15,35,40,21/09/2023,0,7,2,Direct,0,20
2683,372,11/08/2023,8,SecureAuth,Security,Enterprise,Monthly,3001,Monthly,18,9,41,31/01/2024,0,7,5,Direct,0,15
2531,376,13/01/2024,6,FortiGateX,Security,Pro,Monthly,977,Monthly,25,26,35,05/12/2023,0,5,1,Advertisement,0,16
2913,377,06/02/2023,6,FortiGateX,Security,Basic,Monthly,1819,Annual,22,26,88,16/01/2024,0,9,3,Advertisement,0,8
958,379,24/03/2022,5,SentinelShield,Security,Pro,Weekly,948,Annual,11,22,63,15/04/2023,1,1,3,Referral,0,29
1232,388,20/08/2023,6,FortiGateX,Security,Basic,Daily,1617,Monthly,18,43,54,09/08/2023,0,6,2,Email,0,9
38,394,22/01/2024,8,SecureAuth,Security,Enterprise,Daily,4287,Lifetime,16,16,77,04/02/2023,0,1,2,Referral,0,2
1588,400,10/02/2024,7,DataGuardian,Security,Enterprise,Weekly,1079,Annual,12,36,76,03/01/2023,0,9,5,Referral,0,23
4240,402,16/10/2023,6,FortiGateX,Security,Pro,Daily,1662,Annual,0,6,60,24/10/2023,0,2,5,Referral,0,22
3163,403,21/09/2022,7,DataGuardian,Security,Free,Weekly,1677,Monthly,26,19,61,16/08/2023,0,3,4,Direct,0,16
150,409,20/09/2023,5,SentinelShield,Security,Pro,Weekly,4313,Lifetime,16,47,88,06/02/2024,0,7,5,Direct,0,20
4476,411,20/08/2022,8,SecureAuth,Security,Free,Monthly,4262,Lifetime,12,36,30,22/09/2023,0,5,4,Direct,0,3
2541,418,28/06/2022,7,DataGuardian,Security,Free,Weekly,946,Monthly,25,10,97,07/07/2023,0,4,2,Direct,0,8
3362,421,25/07/2023,7,DataGuardian,Security,Enterprise,Monthly,2177,Lifetime,12,40,48,09/08/2023,0,9,1,Direct,0,14
1745,423,02/02/2022,7,DataGuardian,Security,Basic,Daily,1958,Monthly,27,3,25,06/09/2023,0,1,3,Email,1,22
3174,424,01/12/2022,8,SecureAuth,Security,Free,Monthly,2238,Monthly,12,8,38,26/04/2023,1,5,3,Direct,0,6
2197,428,06/03/2022,8,SecureAuth,Security,Free,Daily,1793,Annual,12,46,62,02/09/2023,1,3,2,Advertisement,0,18
3544,437,01/01/2022,6,FortiGateX,Security,Basic,Daily,3679,Monthly,12,26,68,19/01/2023,0,1,1,Advertisement,1,2
3200,452,03/02/2023,8,SecureAuth,Security,Free,Weekly,203,Monthly,18,42,83,17/02/2023,0,3,1,Email,0,13
319,459,30/07/2023,6,FortiGateX,Security,Enterprise,Weekly,1491,Lifetime,8,47,45,08/01/2024,0,8,1,Email,0,21
4893,460,06/05/2023,6,FortiGateX,Security,Free,Monthly,339,Lifetime,6,6,65,17/01/2023,0,1,3,Email,0,7
2152,468,01/05/2022,7,DataGuardian,Security,Enterprise,Daily,867,Annual,27,5,26,23/02/2023,0,1,3,Direct,0,9
2208,472,26/01/2023,8,SecureAuth,Security,Enterprise,Monthly,3775,Lifetime,0,23,62,16/01/2024,0,2,1,Referral,0,12
3921,485,27/12/2022,8,SecureAuth,Security,Pro,Weekly,1316,Lifetime,5,25,31,13/05/2023,0,4,4,Advertisement,1,16
4966,490,20/01/2023,5,SentinelShield,Security,Free,Weekly,3852,Lifetime,28,45,42,19/08/2023,0,6,5,Social Media,0,1
4232,499,04/01/2022,5,SentinelShield,Security,Enterprise,Daily,4820,Monthly,15,46,95,10/07/2023,0,4,1,Advertisement,0,11
4483,501,26/04/2023,5,SentinelShield,Security,Pro,Monthly,1597,Annual,5,29,95,22/09/2023,1,1,1,Advertisement,0,27
2039,511,30/01/2023,6,FortiGateX,Security,Pro,Monthly,4103,Lifetime,14,44,51,30/06/2023,0,5,5,Referral,1,14
3701,518,06/04/2023,5,SentinelShield,Security,Free,Daily,451,Monthly,8,12,40,08/02/2024,1,2,4,Advertisement,0,2
3213,530,18/05/2023,6,FortiGateX,Security,Enterprise,Daily,3930,Annual,9,33,35,23/03/2023,0,8,4,Social Media,0,3
3889,535,04/03/2023,7,DataGuardian,Security,Basic,Monthly,183,Annual,8,37,78,16/02/2024,0,5,5,Referral,1,17
3970,547,16/06/2023,5,SentinelShield,Security,Pro,Daily,4817,Lifetime,23,37,70,18/03/2023,0,1,2,Social Media,0,11
4727,552,25/02/2023,5,SentinelShield,Security,Free,Daily,1766,Annual,8,41,32,24/11/2023,0,7,4,Referral,1,29
907,566,04/08/2023,5,SentinelShield,Security,Free,Weekly,2834,Lifetime,28,47,86,10/07/2023,0,8,2,Direct,0,28
1176,569,11/07/2022,5,SentinelShield,Security,Pro,Monthly,1964,Lifetime,12,7,46,26/01/2023,1,9,5,Referral,0,11
697,583,11/06/2022,7,DataGuardian,Security,Pro,Monthly,3084,Monthly,12,41,68,08/01/2023,0,5,2,Social Media,1,21
3315,585,15/12/2023,6,FortiGateX,Security,Pro,Daily,4054,Annual,20,19,54,20/02/2024,0,2,4,Referral,1,23
3833,586,01/01/2023,5,SentinelShield,Security,Basic,Monthly,3943,Monthly,14,14,69,15/01/2024,1,8,2,Email,1,13
1372,596,14/02/2024,5,SentinelShield,Security,Free,Daily,3407,Annual,27,41,36,25/08/2023,0,5,2,Direct,0,20
3622,600,18/04/2023,5,SentinelShield,Security,Basic,Monthly,2871,Monthly,27,33,94,06/02/2024,0,8,5,Email,0,25
992,615,10/02/2024,5,SentinelShield,Security,Pro,Monthly,4577,Lifetime,10,42,94,09/01/2023,0,3,1,Direct,1,5
2725,631,16/01/2024,5,SentinelShield,Security,Basic,Daily,130,Annual,11,32,78,23/07/2023,0,7,4,Email,0,3
4166,646,18/06/2022,7,DataGuardian,Security,Pro,Daily,2605,Monthly,14,35,34,19/01/2023,0,2,1,Advertisement,0,4
514,648,29/09/2022,6,FortiGateX,Security,Enterprise,Monthly,3947,Annual,9,1,43,04/10/2023,0,5,1,Social Media,0,0
4165,666,25/01/2023,7,DataGuardian,Security,Pro,Weekly,1814,Monthly,20,10,78,13/01/2023,1,5,3,Direct,0,8
4958,671,10/02/2024,5,SentinelShield,Security,Free,Monthly,1579,Lifetime,24,23,67,14/05/2023,1,2,3,Social Media,0,19
4314,673,04/11/2022,5,SentinelShield,Security,Pro,Daily,4792,Monthly,10,32,47,15/08/2023,0,1,5,Email,1,0
1434,683,25/12/2022,6,FortiGateX,Security,Free,Monthly,2840,Annual,17,38,31,10/01/2024,1,6,2,Social Media,0,21
3390,703,23/08/2022,7,DataGuardian,Security,Enterprise,Weekly,2321,Monthly,4,36,74,01/03/2023,0,3,5,Referral,1,28
3983,712,10/05/2022,7,DataGuardian,Security,Enterprise,Monthly,2036,Monthly,11,15,45,30/01/2023,0,1,2,Advertisement,0,3
135,717,23/01/2024,5,SentinelShield,Security,Free,Weekly,1133,Annual,12,49,42,04/05/2023,0,9,2,Direct,0,17
1435,724,01/02/2022,6,FortiGateX,Security,Enterprise,Weekly,1443,Lifetime,20,34,56,06/02/2023,0,6,2,Email,1,4
2601,725,16/09/2022,7,DataGuardian,Security,Pro,Weekly,3037,Annual,22,49,72,07/01/2024,0,4,1,Email,0,6
3607,729,21/12/2023,7,DataGuardian,Security,Pro,Daily,4748,Annual,12,42,89,27/03/2023,0,7,1,Direct,0,26
4252,730,03/06/2022,8,SecureAuth,Security,Free,Weekly,3115,Annual,6,16,88,16/02/2023,0,8,2,Social Media,0,28
4603,740,12/02/2024,7,DataGuardian,Security,Free,Monthly,1763,Lifetime,26,36,26,17/02/2024,0,6,3,Social Media,0,16
4064,746,09/07/2022,8,SecureAuth,Security,Free,Weekly,2870,Annual,4,47,41,22/11/2023,0,7,3,Email,0,18
3050,748,23/01/2023,6,FortiGateX,Security,Free,Monthly,2379,Annual,10,10,75,03/11/2023,0,3,2,Advertisement,1,2
311,752,13/05/2022,8,SecureAuth,Security,Basic,Weekly,2248,Monthly,4,6,92,30/10/2023,0,5,3,Advertisement,0,28
2843,753,08/08/2022,6,FortiGateX,Security,Free,Weekly,2989,Lifetime,28,36,77,25/12/2023,1,4,5,Referral,0,9
2360,754,14/02/2024,6,FortiGateX,Security,Free,Weekly,1788,Lifetime,6,5,29,13/02/2024,0,8,2,Email,1,13
4809,755,27/01/2024,8,SecureAuth,Security,Basic,Monthly,3699,Monthly,8,15,94,14/02/2023,1,8,5,Direct,0,28
161,758,29/05/2023,6,FortiGateX,Security,Pro,Weekly,4023,Monthly,18,7,24,21/01/2024,0,8,2,Advertisement,0,5
1147,763,09/12/2023,7,DataGuardian,Security,Basic,Weekly,1576,Annual,7,35,34,14/03/2023,0,8,2,Direct,0,5
1245,765,23/12/2023,5,SentinelShield,Security,Pro,Monthly,51,Lifetime,28,31,32,30/04/2023,0,5,5,Advertisement,1,15
550,785,05/05/2023,5,SentinelShield,Security,Free,Weekly,1516,Lifetime,17,20,66,11/04/2023,1,1,2,Social Media,1,11
4622,786,30/09/2023,5,SentinelShield,Security,Basic,Monthly,321,Annual,11,15,71,12/09/2023,1,8,5,Advertisement,1,2
2473,787,15/11/2022,5,SentinelShield,Security,Free,Weekly,1996,Lifetime,5,17,79,28/02/2023,0,1,4,Social Media,0,5
3593,799,19/07/2023,6,FortiGateX,Security,Pro,Daily,1055,Monthly,4,13,24,09/03/2023,0,8,5,Direct,1,15
2677,807,01/02/2024,5,SentinelShield,Security,Free,Monthly,1511,Monthly,15,12,77,30/08/2023,0,9,2,Referral,0,6
3766,808,06/03/2022,6,FortiGateX,Security,Enterprise,Daily,1291,Lifetime,19,32,34,07/04/2023,0,5,3,Direct,0,4
3033,828,04/08/2023,5,SentinelShield,Security,Basic,Daily,3612,Lifetime,15,10,81,07/11/2023,0,8,5,Advertisement,0,8
1210,832,16/03/2022,5,SentinelShield,Security,Basic,Daily,2535,Monthly,27,1,47,10/02/2024,0,4,1,Advertisement,1,16
3968,836,22/08/2022,8,SecureAuth,Security,Free,Weekly,334,Monthly,29,13,29,22/05/2023,0,8,5,Direct,0,12
245,837,27/02/2022,7,DataGuardian,Security,Free,Monthly,4371,Annual,2,13,94,01/02/2024,0,6,5,Social Media,0,4
590,843,21/12/2022,7,DataGuardian,Security,Enterprise,Monthly,1453,Monthly,25,46,21,05/03/2023,1,3,4,Advertisement,0,17
4887,848,05/02/2023,8,SecureAuth,Security,Enterprise,Daily,3979,Lifetime,19,20,82,17/03/2023,0,9,4,Advertisement,0,21
3244,849,26/06/2023,7,DataGuardian,Security,Free,Monthly,4956,Lifetime,19,5,43,22/08/2023,1,4,3,Social Media,1,4
2208,853,25/03/2022,7,DataGuardian,Security,Enterprise,Daily,1943,Annual,5,1,74,16/03/2023,0,2,3,Direct,0,6
3655,863,03/11/2023,5,SentinelShield,Security,Basic,Monthly,3069,Monthly,1,25,42,01/06/2023,0,2,1,Advertisement,0,21
4643,866,10/04/2022,5,SentinelShield,Security,Enterprise,Daily,314,Lifetime,12,25,40,21/05/2023,0,5,3,Referral,1,12
3761,870,27/03/2022,6,FortiGateX,Security,Basic,Daily,654,Lifetime,20,42,44,05/11/2023,1,4,3,Advertisement,0,14
493,871,30/01/2022,7,DataGuardian,Security,Pro,Daily,2746,Annual,8,30,67,29/10/2023,0,1,3,Email,0,6
1836,882,20/10/2022,7,DataGuardian,Security,Pro,Monthly,3420,Lifetime,1,39,41,19/11/2023,0,8,2,Advertisement,1,25
4046,884,24/02/2024,8,SecureAuth,Security,Basic,Daily,134,Annual,13,7,43,29/08/2023,0,3,3,Direct,0,0
2610,885,04/07/2023,7,DataGuardian,Security,Basic,Monthly,1232,Annual,4,12,75,28/01/2023,0,9,5,Direct,0,11
1241,894,10/10/2023,7,DataGuardian,Security,Free,Daily,4067,Lifetime,1,23,81,17/02/2023,0,2,5,Advertisement,0,0
4915,898,10/08/2023,6,FortiGateX,Security,Basic,Daily,1444,Lifetime,22,9,74,04/02/2023,0,6,5,Email,0,11
1125,905,08/09/2023,8,SecureAuth,Security,Pro,Weekly,1515,Lifetime,15,1,61,09/02/2023,0,9,1,Direct,0,24
3647,910,09/09/2023,8,SecureAuth,Security,Basic,Daily,3361,Monthly,10,40,84,26/12/2023,0,8,2,Email,0,27
2882,921,05/12/2022,8,SecureAuth,Security,Enterprise,Daily,2099,Annual,15,8,80,26/02/2023,0,9,4,Social Media,0,25
1752,922,21/01/2023,5,SentinelShield,Security,Free,Monthly,1998,Lifetime,6,24,64,18/08/2023,0,6,5,Social Media,1,15
4979,927,25/09/2022,6,FortiGateX,Security,Free,Monthly,2436,Lifetime,21,1,81,08/07/2023,0,2,2,Referral,0,8
3546,943,20/04/2023,5,SentinelShield,Security,Free,Monthly,3889,Annual,21,41,23,01/08/2023,0,2,4,Direct,0,19
1264,945,07/10/2023,6,FortiGateX,Security,Basic,Daily,2686,Lifetime,28,21,43,13/06/2023,0,8,1,Social Media,1,16
4085,946,29/07/2023,7,DataGuardian,Security,Pro,Daily,4684,Monthly,2,47,39,29/04/2023,0,6,4,Social Media,0,10
545,947,12/06/2022,7,DataGuardian,Security,Pro,Daily,1478,Monthly,15,27,77,20/11/2023,0,3,4,Advertisement,0,4
3694,952,14/05/2023,7,DataGuardian,Security,Pro,Daily,733,Annual,0,34,21,17/08/2023,0,8,2,Referral,0,6
3842,954,20/11/2023,7,DataGuardian,Security,Enterprise,Weekly,3197,Monthly,29,5,70,04/04/2023,0,9,3,Social Media,0,21
2143,962,15/12/2023,7,DataGuardian,Security,Pro,Weekly,3677,Annual,5,42,74,24/11/2023,1,4,3,Social Media,0,28
162,966,28/02/2023,6,FortiGateX,Security,Enterprise,Weekly,4592,Lifetime,5,4,70,23/04/2023,0,4,5,Social Media,0,12
2469,972,06/02/2024,6,FortiGateX,Security,Free,Daily,4976,Lifetime,17,25,77,21/02/2024,0,5,2,Advertisement,0,10
797,973,01/01/2024,8,SecureAuth,Security,Basic,Weekly,2302,Annual,29,46,46,27/03/2023,1,6,2,Direct,0,22
1457,976,04/07/2023,7,DataGuardian,Security,Enterprise,Daily,776,Lifetime,23,2,82,22/04/2023,1,7,5,Email,1,9
383,979,13/12/2023,6,FortiGateX,Security,Basic,Monthly,4567,Annual,1,8,70,20/02/2023,0,1,2,Direct,0,3
2592,980,02/04/2022,8,SecureAuth,Security,Basic,Monthly,940,Lifetime,22,45,74,05/04/2023,1,5,2,Social Media,1,23
564,999,09/02/2024,6,FortiGateX,Security,Free,Daily,303,Lifetime,8,1,24,23/03/2023,0,6,1,Direct,0,19
944,1002,14/07/2023,8,SecureAuth,Security,Enterprise,Daily,2500,Annual,21,0,41,04/05/2023,0,5,3,Social Media,0,28
838,1004,25/11/2022,5,SentinelShield,Security,Pro,Daily,2654,Lifetime,15,1,74,17/02/2023,0,3,3,Social Media,1,28
4612,1011,24/04/2023,5,SentinelShield,Security,Enterprise,Monthly,279,Lifetime,1,16,77,21/03/2023,1,7,2,Advertisement,1,22
4577,1012,15/04/2023,7,DataGuardian,Security,Enterprise,Weekly,1061,Monthly,4,2,81,13/12/2023,0,4,3,Social Media,0,20
4042,1017,30/12/2022,6,FortiGateX,Security,Basic,Daily,1042,Monthly,16,15,41,06/02/2024,0,1,3,Direct,0,5
3448,1018,12/07/2022,8,SecureAuth,Security,Basic,Monthly,1015,Lifetime,5,45,99,06/12/2023,0,8,3,Referral,1,20
4537,1019,26/01/2023,7,DataGuardian,Security,Free,Daily,3257,Annual,11,49,81,20/01/2023,1,6,5,Social Media,0,11
3913,1024,05/02/2024,6,FortiGateX,Security,Basic,Daily,1474,Lifetime,20,15,28,28/03/2023,1,7,1,Email,1,14
3527,1027,25/04/2022,5,SentinelShield,Security,Basic,Monthly,457,Lifetime,1,38,72,10/01/2023,0,2,1,Direct,0,6
4406,1029,17/08/2022,7,DataGuardian,Security,Enterprise,Weekly,2434,Lifetime,9,33,77,30/08/2023,1,7,1,Advertisement,1,14
1584,1031,22/04/2023,6,FortiGateX,Security,Free,Weekly,1362,Lifetime,27,5,83,27/06/2023,0,6,1,Direct,0,20
2589,1038,28/02/2022,5,SentinelShield,Security,Free,Monthly,167,Monthly,28,35,43,01/10/2023,0,2,2,Direct,0,8
1782,1039,26/08/2022,6,FortiGateX,Security,Basic,Weekly,2986,Lifetime,11,1,51,22/05/2023,0,2,2,Advertisement,1,29
730,1041,17/06/2023,6,FortiGateX,Security,Enterprise,Daily,340,Lifetime,25,17,98,27/05/2023,0,6,1,Advertisement,0,25
525,1044,07/09/2023,7,DataGuardian,Security,Pro,Weekly,1542,Annual,26,19,58,12/01/2024,0,2,5,Email,0,3
137,1045,07/05/2023,5,SentinelShield,Security,Pro,Daily,1751,Lifetime,23,42,43,28/01/2023,1,3,5,Advertisement,0,1
2528,1056,01/12/2023,7,DataGuardian,Security,Pro,Monthly,1973,Lifetime,5,13,28,24/01/2024,0,1,3,Referral,1,14
1697,1058,16/10/2023,5,SentinelShield,Security,Pro,Daily,3825,Monthly,28,21,64,04/11/2023,0,4,2,Referral,1,25
4091,1060,15/05/2023,6,FortiGateX,Security,Free,Monthly,453,Annual,7,26,68,20/05/2023,0,9,4,Referral,1,2
3646,1061,19/11/2022,7,DataGuardian,Security,Basic,Monthly,3207,Annual,29,4,73,18/01/2024,0,2,2,Advertisement,1,15
331,1063,07/08/2022,7,DataGuardian,Security,Free,Weekly,2146,Annual,22,6,50,22/10/2023,0,6,3,Social Media,0,18
2433,1068,05/11/2023,7,DataGuardian,Security,Basic,Monthly,206,Lifetime,24,22,93,02/01/2024,0,7,2,Email,0,24
410,1077,10/05/2022,5,SentinelShield,Security,Enterprise,Weekly,3050,Annual,3,13,98,11/04/2023,0,6,5,Social Media,0,13
3464,1081,12/01/2024,7,DataGuardian,Security,Pro,Monthly,2745,Annual,29,22,91,02/05/2023,0,8,5,Advertisement,0,14
2401,1084,29/01/2022,5,SentinelShield,Security,Enterprise,Monthly,2125,Lifetime,5,36,27,13/01/2024,0,9,2,Advertisement,1,29
