Customer_ID,Order_ID,Subscription_Date,Product_ID,Product_Name,Category,Subscription_Type,Usage_Frequency,Revenue_Per_Customer,Payment_Plan,Discount_Applied,Support_Tickets,Feature_Adoption,Last_Login,Churn_Status,Customer_Tenure,Customer_Satisfaction,Marketing_Channel,Contract_Renewal,Num_Logins_Last_Month
3635,303,30/07/2022,18,DevSync,Development Tools,Enterprise,Daily,112,Annual,26,44,62,14/06/2023,1,4,4,Referral,0,21
2159,310,10/09/2022,19,ScriptEase,Development Tools,Pro,Daily,4970,Monthly,17,10,71,11/02/2024,0,9,2,Referral,1,17
2348,313,22/05/2022,18,DevSync,Development Tools,Pro,Monthly,217,Monthly,29,7,22,04/02/2023,0,1,3,Advertisement,0,18
1859,317,20/07/2022,19,ScriptEase,Development Tools,Basic,Monthly,960,Monthly,26,3,89,22/01/2023,0,5,5,Direct,1,4
4223,318,16/07/2022,19,ScriptEase,Development Tools,Pro,Monthly,3817,Monthly,7,26,38,27/02/2023,0,6,1,Advertisement,1,21
3162,321,15/11/2022,19,ScriptEase,Development Tools,Free,Monthly,3716,Monthly,2,29,56,16/10/2023,0,8,1,Email,0,4
4880,328,10/12/2023,17,CodeFusion,Development Tools,Free,Monthly,4434,Lifetime,13,39,80,11/06/2023,0,5,5,Direct,0,21
771,334,14/01/2023,20,APIConnect,Development Tools,Pro,Monthly,4456,Monthly,17,47,52,29/01/2024,0,7,3,Advertisement,1,28
1128,338,22/10/2022,17,CodeFusion,Development Tools,Basic,Monthly,3222,Annual,10,2,44,21/06/2023,0,8,4,Social Media,1,18
1411,346,23/06/2023,20,APIConnect,Development Tools,Basic,Monthly,3534,Annual,14,24,29,20/09/2023,0,8,5,Email,0,5
699,354,11/06/2022,17,CodeFusion,Development Tools,Pro,Weekly,276,Lifetime,8,25,21,18/11/2023,0,6,3,Social Media,1,27
3561,362,02/03/2023,18,DevSync,Development Tools,Basic,Monthly,1254,Annual,10,35,20,13/03/2023,0,6,3,Direct,0,27
3277,364,07/12/2022,18,DevSync,Development Tools,Pro,Monthly,841,Lifetime,19,1,79,26/10/2023,1,3,2,Email,0,16
2748,366,15/11/2023,18,DevSync,Development Tools,Free,Monthly,1216,Annual,5,23,87,09/07/2023,0,3,5,Direct,1,13
643,369,16/12/2023,19,ScriptEase,Development Tools,Free,Weekly,709,Monthly,11,13,46,26/03/2023,0,8,5,Social Media,0,8
3058,382,11/04/2023,19,ScriptEase,Development Tools,Pro,Daily,1205,Annual,15,17,99,18/03/2023,0,1,4,Advertisement,0,28
3897,383,21/09/2022,20,APIConnect,Development Tools,Basic,Daily,4825,Monthly,0,2,70,10/04/2023,0,9,3,Referral,0,16
2942,384,01/02/2024,19,ScriptEase,Development Tools,Basic,Weekly,4749,Monthly,21,17,47,22/01/2024,0,1,2,Direct,0,24
4914,390,03/02/2024,18,DevSync,Development Tools,Basic,Daily,4729,Lifetime,12,17,70,04/09/2023,1,3,4,Social Media,1,8
846,395,25/07/2022,18,DevSync,Development Tools,Pro,Daily,2883,Annual,28,32,46,25/05/2023,0,6,2,Direct,1,6
2296,396,18/12/2022,17,CodeFusion,Development Tools,Basic,Monthly,555,Annual,12,30,79,08/08/2023,0,6,2,Direct,0,7
2951,397,02/11/2022,19,ScriptEase,Development Tools,Pro,Weekly,4114,Annual,11,49,26,29/07/2023,1,4,3,Social Media,0,21
3534,406,27/10/2023,17,CodeFusion,Development Tools,Enterprise,Daily,1734,Annual,29,45,84,02/02/2024,0,9,1,Direct,0,14
690,407,17/05/2023,19,ScriptEase,Development Tools,Free,Weekly,1049,Lifetime,2,29,38,12/08/2023,0,3,1,Referral,0,15
2516,408,26/02/2024,17,CodeFusion,Development Tools,Pro,Daily,4326,Lifetime,7,47,67,18/04/2023,0,7,3,Direct,0,23
2924,410,05/05/2023,20,APIConnect,Development Tools,Free,Monthly,3888,Monthly,10,32,31,25/07/2023,0,2,5,Advertisement,0,21
1285,415,13/11/2023,17,CodeFusion,Development Tools,Free,Weekly,3256,Monthly,17,24,98,25/01/2024,0,5,5,Social Media,1,9
2185,416,12/07/2022,17,CodeFusion,Development Tools,Pro,Daily,274,Lifetime,3,45,48,04/06/2023,0,6,1,Email,1,5
3334,422,19/02/2024,18,DevSync,Development Tools,Enterprise,Monthly,4294,Monthly,11,7,45,03/01/2024,0,6,5,Email,0,17
975,427,07/12/2023,20,APIConnect,Development Tools,Basic,Weekly,872,Annual,17,22,93,05/06/2023,0,7,5,Email,1,19
3792,429,02/02/2023,19,ScriptEase,Development Tools,Pro,Monthly,4551,Lifetime,7,19,88,19/10/2023,0,1,4,Email,0,8
697,430,24/02/2024,18,DevSync,Development Tools,Enterprise,Daily,63,Lifetime,2,43,47,04/04/2023,0,5,5,Direct,1,14
4799,432,24/03/2023,18,DevSync,Development Tools,Basic,Weekly,4315,Monthly,14,3,92,18/09/2023,0,9,2,Referral,1,15
1500,439,17/04/2023,19,ScriptEase,Development Tools,Enterprise,Monthly,3299,Annual,13,36,76,05/11/2023,0,2,1,Direct,1,28
2750,272,28/09/2023,20,APIConnect,Development Tools,Free,Daily,3085,Annual,16,39,90,15/06/2023,0,3,3,Direct,1,23
386,450,03/10/2023,18,DevSync,Development Tools,Free,Daily,1145,Lifetime,7,37,24,15/10/2023,0,4,4,Advertisement,0,0
4907,453,10/04/2023,17,CodeFusion,Development Tools,Pro,Daily,4818,Lifetime,4,22,42,14/09/2023,0,8,2,Email,0,28
3515,457,10/08/2023,17,CodeFusion,Development Tools,Pro,Monthly,2717,Annual,5,36,47,03/02/2024,0,1,2,Referral,0,1
721,470,20/10/2023,18,DevSync,Development Tools,Basic,Monthly,612,Lifetime,14,6,27,16/07/2023,0,6,2,Social Media,1,16
358,474,14/12/2023,17,CodeFusion,Development Tools,Enterprise,Monthly,487,Lifetime,6,44,68,22/06/2023,0,6,1,Email,0,28
318,476,07/09/2022,19,ScriptEase,Development Tools,Enterprise,Weekly,4826,Lifetime,26,40,64,30/08/2023,0,9,5,Advertisement,0,16
4826,481,02/08/2022,18,DevSync,Development Tools,Pro,Daily,4934,Annual,2,23,74,25/10/2023,0,2,5,Advertisement,1,12
3819,482,13/10/2022,19,ScriptEase,Development Tools,Free,Monthly,4050,Annual,25,45,72,22/08/2023,0,8,2,Email,1,15
3928,487,05/04/2023,17,CodeFusion,Development Tools,Basic,Daily,119,Annual,7,36,69,12/02/2023,0,1,2,Social Media,0,0
3321,488,08/06/2023,18,DevSync,Development Tools,Free,Weekly,4699,Lifetime,2,17,46,10/02/2023,0,2,2,Referral,1,26
1941,495,15/01/2022,19,ScriptEase,Development Tools,Basic,Monthly,789,Monthly,4,2,45,27/06/2023,0,6,5,Direct,1,17
466,513,29/01/2024,17,CodeFusion,Development Tools,Basic,Monthly,4569,Lifetime,21,18,96,07/02/2023,0,9,4,Advertisement,1,19
4060,514,01/03/2022,18,DevSync,Development Tools,Enterprise,Weekly,4480,Monthly,28,43,21,14/02/2024,0,6,4,Social Media,0,27
4064,516,11/05/2022,18,DevSync,Development Tools,Pro,Monthly,2681,Monthly,7,17,65,26/11/2023,0,3,1,Referral,0,11
1473,520,17/10/2023,17,CodeFusion,Development Tools,Pro,Daily,931,Lifetime,19,31,82,08/02/2023,0,3,1,Social Media,0,0
3394,522,02/05/2022,19,ScriptEase,Development Tools,Basic,Monthly,3609,Monthly,16,8,38,14/06/2023,0,6,1,Social Media,0,8
4905,531,09/04/2022,19,ScriptEase,Development Tools,Free,Monthly,1650,Annual,1,6,73,09/11/2023,0,9,2,Referral,0,13
1395,532,27/11/2023,18,DevSync,Development Tools,Enterprise,Monthly,4251,Annual,17,45,26,11/01/2024,0,7,3,Referral,0,12
2803,540,13/01/2024,20,APIConnect,Development Tools,Enterprise,Daily,709,Lifetime,5,48,69,29/10/2023,0,4,2,Direct,0,28
1532,549,30/01/2024,17,CodeFusion,Development Tools,Enterprise,Daily,2172,Monthly,23,0,92,04/10/2023,0,3,4,Advertisement,0,28
179,553,23/04/2022,17,CodeFusion,Development Tools,Basic,Weekly,1612,Lifetime,29,5,89,17/10/2023,0,1,1,Referral,0,0
3602,559,23/01/2022,20,APIConnect,Development Tools,Basic,Daily,3266,Monthly,18,36,34,28/10/2023,0,2,2,Email,1,17
4803,560,17/01/2022,20,APIConnect,Development Tools,Free,Weekly,2954,Lifetime,19,6,25,31/08/2023,0,5,5,Referral,0,17
2838,563,11/04/2023,17,CodeFusion,Development Tools,Enterprise,Daily,4510,Monthly,20,38,42,12/09/2023,0,9,5,Advertisement,0,11
4489,564,25/01/2024,18,DevSync,Development Tools,Pro,Weekly,1337,Monthly,5,28,37,31/07/2023,0,1,1,Social Media,1,13
331,568,24/09/2023,18,DevSync,Development Tools,Basic,Monthly,1657,Lifetime,7,4,26,31/05/2023,0,1,2,Social Media,0,20
610,570,21/12/2022,20,APIConnect,Development Tools,Pro,Monthly,3488,Lifetime,12,0,22,21/04/2023,0,7,2,Advertisement,0,16
1702,575,25/10/2023,18,DevSync,Development Tools,Enterprise,Monthly,3850,Monthly,10,28,91,20/04/2023,0,8,2,Email,1,19
925,581,18/06/2022,20,APIConnect,Development Tools,Free,Monthly,3890,Lifetime,16,37,29,06/09/2023,0,1,4,Advertisement,0,7
1149,584,19/12/2023,18,DevSync,Development Tools,Enterprise,Weekly,535,Annual,9,42,66,29/08/2023,0,8,2,Direct,1,7
4872,588,21/10/2022,17,CodeFusion,Development Tools,Free,Daily,2653,Monthly,16,44,76,26/09/2023,0,8,3,Email,0,23
541,591,24/01/2023,19,ScriptEase,Development Tools,Basic,Weekly,1584,Monthly,29,44,56,09/03/2023,0,4,3,Referral,0,7
2469,594,22/01/2023,19,ScriptEase,Development Tools,Basic,Weekly,184,Monthly,12,45,38,16/06/2023,0,8,4,Advertisement,0,21
4729,599,29/03/2022,17,CodeFusion,Development Tools,Enterprise,Daily,1461,Lifetime,17,22,43,24/03/2023,0,6,5,Advertisement,1,29
1972,604,18/06/2022,17,CodeFusion,Development Tools,Enterprise,Weekly,2395,Monthly,28,2,69,10/07/2023,1,6,1,Email,0,9
1262,605,11/02/2023,17,CodeFusion,Development Tools,Free,Weekly,1035,Annual,21,49,64,20/01/2023,1,6,4,Social Media,1,22
1675,607,19/12/2022,17,CodeFusion,Development Tools,Pro,Monthly,2858,Annual,6,3,57,20/06/2023,0,2,3,Referral,0,20
4567,608,23/07/2023,17,CodeFusion,Development Tools,Pro,Daily,4141,Lifetime,27,42,73,04/11/2023,0,1,1,Email,1,7
3935,616,18/10/2022,20,APIConnect,Development Tools,Pro,Weekly,3430,Lifetime,7,23,54,27/04/2023,0,4,1,Email,0,6
1572,617,05/08/2023,17,CodeFusion,Development Tools,Enterprise,Daily,261,Monthly,15,48,80,26/01/2023,0,4,3,Direct,0,27
722,626,20/05/2023,19,ScriptEase,Development Tools,Basic,Monthly,3743,Monthly,24,28,50,31/01/2023,0,8,1,Email,0,1
691,629,06/05/2022,20,APIConnect,Development Tools,Free,Weekly,4708,Lifetime,2,35,78,10/10/2023,0,2,3,Direct,0,21
4795,633,15/10/2022,20,APIConnect,Development Tools,Free,Weekly,2598,Monthly,13,42,99,04/06/2023,0,1,5,Referral,0,25
2593,635,20/02/2023,17,CodeFusion,Development Tools,Free,Weekly,3876,Monthly,17,27,49,29/06/2023,1,9,5,Email,1,16
3452,642,09/02/2022,20,APIConnect,Development Tools,Pro,Daily,921,Annual,8,40,77,18/04/2023,0,5,1,Advertisement,1,14
3482,651,28/07/2022,19,ScriptEase,Development Tools,Basic,Weekly,3350,Annual,12,23,42,25/12/2023,0,7,1,Referral,0,14
3550,652,22/12/2023,19,ScriptEase,Development Tools,Basic,Monthly,4507,Monthly,8,14,30,22/01/2023,0,9,4,Social Media,1,1
1603,653,16/04/2023,20,APIConnect,Development Tools,Free,Monthly,4252,Annual,7,2,35,08/04/2023,0,2,3,Referral,0,25
813,655,25/09/2023,19,ScriptEase,Development Tools,Pro,Daily,3416,Lifetime,5,22,68,19/12/2023,0,1,1,Email,0,5
1515,657,25/01/2023,18,DevSync,Development Tools,Pro,Weekly,785,Lifetime,1,26,65,14/12/2023,0,7,4,Email,1,19
3442,661,28/08/2022,19,ScriptEase,Development Tools,Pro,Monthly,1431,Lifetime,18,26,22,28/02/2023,0,6,5,Direct,1,28
2227,662,30/11/2022,18,DevSync,Development Tools,Enterprise,Weekly,2129,Monthly,25,42,46,16/05/2023,0,8,5,Direct,0,22
1256,664,05/08/2023,20,APIConnect,Development Tools,Basic,Monthly,1904,Lifetime,3,2,45,18/05/2023,1,6,1,Social Media,1,4
3827,667,11/07/2023,17,CodeFusion,Development Tools,Free,Weekly,3386,Monthly,10,4,63,06/11/2023,0,7,2,Social Media,1,20
3801,668,20/02/2022,17,CodeFusion,Development Tools,Pro,Daily,4868,Annual,21,28,94,20/07/2023,0,7,3,Direct,0,2
2365,672,18/01/2022,19,ScriptEase,Development Tools,Free,Weekly,3331,Annual,12,27,20,11/03/2023,1,9,5,Email,0,8
528,674,10/07/2023,18,DevSync,Development Tools,Enterprise,Weekly,3506,Lifetime,18,15,63,26/05/2023,0,7,5,Referral,0,7
1636,675,15/02/2022,18,DevSync,Development Tools,Enterprise,Monthly,2987,Annual,29,21,41,29/08/2023,0,6,2,Direct,0,17
3031,677,18/01/2023,18,DevSync,Development Tools,Basic,Monthly,2012,Annual,3,4,95,18/07/2023,0,7,3,Referral,1,5
2066,679,15/04/2023,18,DevSync,Development Tools,Free,Monthly,4300,Lifetime,3,6,73,18/02/2024,0,9,4,Referral,0,12
4201,684,12/07/2022,18,DevSync,Development Tools,Free,Daily,2848,Monthly,24,15,47,15/11/2023,0,5,4,Referral,1,28
1504,686,10/01/2022,20,APIConnect,Development Tools,Enterprise,Weekly,1621,Annual,21,49,73,28/03/2023,0,5,4,Email,1,20
4954,689,24/05/2022,20,APIConnect,Development Tools,Free,Weekly,4614,Lifetime,10,32,71,18/09/2023,0,3,4,Social Media,1,20
4945,691,17/08/2023,19,ScriptEase,Development Tools,Basic,Daily,4780,Monthly,14,1,74,05/03/2023,0,9,1,Email,0,14
4802,694,08/05/2022,18,DevSync,Development Tools,Enterprise,Daily,4533,Monthly,10,22,52,25/07/2023,0,7,5,Email,0,0
252,695,29/08/2023,20,APIConnect,Development Tools,Free,Daily,2575,Lifetime,15,36,68,08/01/2023,0,5,2,Advertisement,0,5
2595,699,03/05/2022,17,CodeFusion,Development Tools,Enterprise,Weekly,2503,Monthly,7,41,44,23/12/2023,0,9,4,Referral,0,4
491,706,19/08/2022,17,CodeFusion,Development Tools,Basic,Weekly,339,Annual,12,4,39,21/05/2023,1,8,4,Referral,0,3
3123,709,24/07/2022,20,APIConnect,Development Tools,Free,Monthly,1500,Lifetime,17,21,90,27/09/2023,0,9,4,Email,1,24
2971,711,20/02/2024,20,APIConnect,Development Tools,Pro,Daily,4444,Monthly,21,40,92,28/08/2023,0,1,2,Advertisement,1,25
119,716,20/12/2022,19,ScriptEase,Development Tools,Basic,Monthly,2560,Monthly,12,6,51,11/07/2023,1,4,4,Direct,0,15
3604,723,05/03/2022,17,CodeFusion,Development Tools,Enterprise,Daily,675,Monthly,15,2,94,16/11/2023,0,6,1,Advertisement,0,21
3325,726,16/01/2023,20,APIConnect,Development Tools,Basic,Monthly,2823,Lifetime,16,26,96,03/07/2023,0,2,1,Email,1,8
983,727,27/02/2022,20,APIConnect,Development Tools,Free,Monthly,4265,Monthly,16,12,47,13/04/2023,0,9,4,Email,0,10
2818,731,28/09/2023,18,DevSync,Development Tools,Pro,Monthly,4463,Lifetime,3,31,79,30/07/2023,0,4,3,Social Media,0,1
2741,744,02/04/2022,17,CodeFusion,Development Tools,Basic,Daily,2245,Monthly,4,26,34,04/09/2023,0,3,4,Social Media,0,21
957,745,23/08/2023,17,CodeFusion,Development Tools,Free,Monthly,277,Annual,29,43,92,15/05/2023,0,8,1,Referral,0,21
4346,757,03/09/2022,20,APIConnect,Development Tools,Enterprise,Weekly,599,Monthly,15,18,37,27/01/2023,0,3,5,Advertisement,0,2
4810,761,13/01/2023,20,APIConnect,Development Tools,Free,Monthly,2129,Lifetime,4,13,45,15/05/2023,1,3,5,Email,0,21
2580,762,29/08/2022,18,DevSync,Development Tools,Enterprise,Monthly,4813,Lifetime,23,7,26,26/02/2023,0,5,3,Social Media,0,3
3693,764,25/11/2022,19,ScriptEase,Development Tools,Basic,Monthly,3928,Monthly,11,38,78,22/01/2024,0,5,1,Direct,0,13
1300,767,26/10/2023,19,ScriptEase,Development Tools,Free,Monthly,2828,Annual,23,45,93,29/06/2023,1,9,4,Advertisement,1,12
1015,768,13/03/2023,17,CodeFusion,Development Tools,Pro,Daily,949,Annual,3,34,38,04/03/2023,0,8,2,Social Media,0,25
4368,781,12/06/2022,19,ScriptEase,Development Tools,Enterprise,Daily,3663,Annual,27,20,80,18/07/2023,1,8,3,Direct,0,1
4263,784,23/11/2022,18,DevSync,Development Tools,Pro,Monthly,396,Monthly,23,36,28,13/02/2023,0,4,2,Social Media,0,17
2185,788,05/02/2023,20,APIConnect,Development Tools,Enterprise,Weekly,3175,Monthly,1,26,80,10/11/2023,0,8,3,Social Media,0,29
591,789,26/11/2023,17,CodeFusion,Development Tools,Pro,Weekly,3257,Annual,5,18,63,27/03/2023,0,7,2,Direct,0,12
858,793,28/04/2022,18,DevSync,Development Tools,Enterprise,Monthly,3261,Lifetime,28,24,57,09/07/2023,0,6,3,Advertisement,0,6
626,794,04/09/2023,18,DevSync,Development Tools,Enterprise,Monthly,4099,Lifetime,3,40,83,17/05/2023,0,6,5,Email,0,29
2698,797,13/11/2022,20,APIConnect,Development Tools,Pro,Daily,661,Monthly,9,31,28,15/02/2024,0,6,4,Direct,0,21
2895,798,17/09/2023,20,APIConnect,Development Tools,Enterprise,Monthly,1140,Monthly,3,17,40,10/03/2023,0,5,4,Referral,0,12
384,803,23/09/2022,20,APIConnect,Development Tools,Free,Monthly,4704,Monthly,11,22,62,13/12/2023,0,3,1,Advertisement,0,1
2879,809,05/12/2022,20,APIConnect,Development Tools,Free,Monthly,2441,Lifetime,2,23,36,06/11/2023,0,6,3,Social Media,0,23
1473,810,09/04/2022,18,DevSync,Development Tools,Free,Weekly,1209,Annual,16,46,32,18/01/2023,0,8,1,Social Media,1,19
3502,812,13/04/2023,19,ScriptEase,Development Tools,Pro,Monthly,3184,Monthly,0,11,72,12/08/2023,0,3,1,Direct,0,7
1851,813,03/03/2022,19,ScriptEase,Development Tools,Basic,Weekly,1125,Annual,25,11,56,06/10/2023,1,3,5,Social Media,0,27
3810,815,31/05/2022,17,CodeFusion,Development Tools,Free,Monthly,301,Monthly,26,15,57,20/05/2023,0,4,2,Email,0,28
3291,816,03/03/2022,19,ScriptEase,Development Tools,Free,Monthly,630,Lifetime,6,0,45,23/09/2023,1,7,5,Advertisement,1,16
109,818,15/07/2023,20,APIConnect,Development Tools,Basic,Weekly,3957,Monthly,15,25,29,07/01/2023,0,4,5,Referral,0,25
3954,820,23/12/2023,18,DevSync,Development Tools,Enterprise,Weekly,213,Monthly,29,31,65,24/11/2023,0,4,4,Advertisement,0,12
3062,822,19/03/2022,20,APIConnect,Development Tools,Free,Monthly,3668,Lifetime,21,24,21,08/02/2023,0,3,2,Direct,0,23
2186,830,29/11/2022,17,CodeFusion,Development Tools,Pro,Daily,1041,Annual,23,19,53,23/06/2023,0,3,1,Social Media,1,24
4866,839,02/04/2022,19,ScriptEase,Development Tools,Free,Weekly,1048,Annual,19,3,20,30/09/2023,0,4,1,Referral,0,18
4952,847,11/09/2023,19,ScriptEase,Development Tools,Free,Monthly,834,Annual,16,11,46,13/12/2023,0,9,5,Advertisement,1,6
1597,850,31/12/2023,20,APIConnect,Development Tools,Basic,Monthly,2404,Monthly,16,31,69,22/05/2023,0,8,1,Advertisement,0,27
1916,855,03/06/2022,19,ScriptEase,Development Tools,Basic,Weekly,4840,Annual,7,15,75,13/02/2024,0,1,2,Direct,0,17
1177,859,21/05/2023,18,DevSync,Development Tools,Pro,Monthly,3079,Annual,17,12,31,06/04/2023,1,7,2,Direct,0,10
